	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
1688	+	1.46141848581696	1.30252647399902	Q15404	Q15404	Ras suppressor protein 1	RSU1	2491	Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3	6	6	6	1	2	3	4	3	3	4	2	3	4	3	3	4	277	277	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.6	20.6	23.8	13.4	16.6	23.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	33.2	33.2	33.2	31.54	0	21.037	0.0345606191471929	0.0440518038852914	1.30252647399902	3.14859682581273	27.3481540679932	27.3414688110352	27.2454490661621	25.2251224517822	26.1796855926514	26.6226844787598	UP	UP	RSU1
1533	+	4.23914292295795	1.29429054260254	Q13509	Q13509	Tubulin beta-3 chain	TUBB3	2276	Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2	36	17	13	1	31	33	32	20	23	30	11	11	12	5	4	12	450	450	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	62	62	62	41.8	45.1	59.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	36	17	13	65.8	44.4	41.8	50.432	0	228.16	5.76576685235125e-05	0.00261111111111111	1.29429054260254	17.8677482772941	28.7293930053711	28.9157600402832	28.8250827789307	27.6213569641113	27.508996963501	27.457010269165	UP	UP	TUBB3
1638	+	1.50717748235705	1.28162002563477	Q15004	Q15004	PCNA-associated factor	KIAA0101	2423	PCNA-associated factor OS=Homo sapiens OX=9606 GN=PCLAF PE=1 SV=1	5	5	5	1	4	4	2	0	0	0	4	4	2	0	0	0	111	111	By MS/MS	By MS/MS	By MS/MS				45.9	46.8	20.7	0	0	0	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	46.8	46.8	46.8	11.986	0	4.5903	0.0311044493730751	0.041543792107796	1.28162002563477	3.25919452247204	24.6144218444824	24.7196273803711	24.2714195251465	22.9481220245361	23.9884815216064	22.8240051269531	UP	UP	KIAA0101
1578	+	2.25211025546756	1.28112157185872	Q14118	Q14118	Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	DAG1	2337	Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2	5	5	5	1	2	3	2	1	2	3	2	3	2	1	2	3	895	895	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	2.6	4.2	2.6	1.5	2.6	4.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	9.3	9.3	9.3	97.44	0	25.769	0.00559615512416697	0.016530679933665	1.28112157185872	5.42560610373703	25.9013175964355	25.6290092468262	26.2500839233398	24.3461761474609	24.8508129119873	24.7400569915771	UP	UP	DAG1
2760	+	2.68002509177016	1.27576637268066	Q9UNF1	Q9UNF1;Q12816	Melanoma-associated antigen D2	MAGED2	4429	Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2	19;1	19;1	18;1	2	16	17	13	9	13	9	16	16	13	9	13	9	606	606;1431	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.5	34.5	22.3	22.1	25.7	23.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	19	19	18	35.8	35.8	33.8	64.953	0	323.31	0.00208917542330169	0.011225181598063	1.27576637268066	7.09035866163707	27.9262619018555	28.2900886535645	28.1244525909424	26.5703372955322	26.8702068328857	27.0729598999023	UP	UP	MAGED2
2892	+	1.69130131662726	1.27478726704915	Q9Y605	Q9Y605	MORF4 family-associated protein 1	MRFAP1	4617	MORF4 family-associated protein 1 OS=Homo sapiens OX=9606 GN=MRFAP1 PE=1 SV=1	3	3	3	1	3	2	2	1	0	1	3	2	2	1	0	1	127	127	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	29.1	29.1	26.8	7.9	0	7.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	29.1	29.1	29.1	14.649	0	15.945	0.0203562925346852	0.0333069306930693	1.27478726704915	3.72664382740694	24.9323806762695	24.2871074676514	25.2099990844727	23.7208957672119	23.1244029998779	23.7598266601563	UP	UP	MRFAP1
562	+	5.52368303356949	1.25498008728027	P11498	P11498	Pyruvate carboxylase, mitochondrial	PC	952	Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2	21	21	21	1	16	16	15	8	7	11	16	16	15	8	7	11	1178	1178	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.7	23.9	22.9	10.1	12.6	17	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	26.8	26.8	26.8	129.63	0	140.57	2.99444931468545e-06	0	1.25498008728027	37.579129124079	29.110631942749	29.0332546234131	29.1321983337402	27.8164710998535	27.8294143676758	27.8652591705322	UP	UP	PC
1364	+	1.5800305223093	1.24778302510579	Q00169	Q00169	Phosphatidylinositol transfer protein alpha isoform	PITPNA	2035	Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2	6	5	5	1	4	4	4	3	3	5	3	3	3	2	2	4	270	270	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.5	21.5	21.5	15.2	13.3	26.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	5	5	33	29.6	29.6	31.806	0	8.4836	0.0263008314259271	0.0389787234042553	1.24778302510579	3.43970547866848	26.190954208374	26.5036239624023	26.3519840240479	25.402853012085	24.4006080627441	25.4997520446777	UP	UP	PITPNA
1195	+	2.43746255395701	1.20951843261719	P60983	P60983;O60234	Glia maturation factor beta	GMFB	1820	Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2	8;1	8;1	8;1	2	7	7	7	3	3	7	7	7	7	3	3	7	142	142;142	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	69.7	69.7	69.7	26.1	19	69.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	81	81	81	16.713	0	63.04	0.00365205614911652	0.0125171102661597	1.20951843261719	6.10088542915519	28.8412818908691	28.6693572998047	28.8866081237793	27.273286819458	27.9201965332031	27.5752086639404	UP	UP	GMFB
2198	+	2.5350147505497	1.19202931722005	Q96HC4	Q96HC4	PDZ and LIM domain protein 5	PDLIM5	3468	PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5	26	26	26	1	21	21	17	9	13	15	21	21	17	9	13	15	596	596	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.6	44.1	38.8	19.5	33.2	35.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	26	26	54.7	54.7	54.7	63.944	0	197.26	0.00291732792703794	0.0117702127659574	1.19202931722005	6.48353562713682	29.1848258972168	29.7993106842041	29.5444183349609	28.2802085876465	28.2650375366211	28.4072208404541	UP	UP	PDLIM5
596	+	1.98831790852646	1.18981170654297	P13861	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	1000	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2	17	17	17	1	11	12	10	8	10	10	11	12	10	8	10	10	404	404	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.9	36.6	29.7	23.8	32.7	31.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	17	17	17	48	48	48	45.518	0	85.989	0.0102726405380126	0.0223396226415094	1.18981170654297	4.56847576304903	28.1962928771973	28.7564315795898	28.4839687347412	27.3150997161865	26.9232044219971	27.6289539337158	UP	UP	PRKAR2A
527	+	1.79352754183345	1.18178812662761	P09972	P09972	Fructose-bisphosphate aldolase C	ALDOC	907	Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	19	13	13	1	16	16	19	10	13	15	11	11	13	5	7	10	364	364	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	52.2	52.2	56.6	33.8	41.8	50.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	19	13	13	56.6	39.8	39.8	39.455	0	251.29	0.0160869035566971	0.0291555555555556	1.18178812662761	4.00322411096234	30.4511070251465	30.5744323730469	30.7023983001709	29.5627269744873	29.7835826873779	28.8362636566162	UP	UP	ALDOC
841	+	1.46659955118929	1.18160502115886	P31689	P31689	DnaJ homolog subfamily A member 1	DNAJA1	1328	DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2	25	25	25	1	12	12	9	9	6	8	12	12	9	9	6	8	397	397	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	53.9	53.9	41.1	44.3	22.7	35.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	25	25	25	72.8	72.8	72.8	44.868	0	323.31	0.0341507659591145	0.0438543417366947	1.18160502115886	3.16101525306307	29.0129985809326	29.0133972167969	28.9453659057617	28.2467174530029	27.0667133331299	28.1135158538818	UP	UP	DNAJA1
2133	+	2.83870837778628	1.17729568481445	Q969G5	Q969G5	Protein kinase C delta-binding protein	PRKCDBP	3354	Caveolae-associated protein 3 OS=Homo sapiens OX=9606 GN=CAVIN3 PE=1 SV=3	11	11	11	1	9	10	10	4	6	9	9	10	10	4	6	9	261	261	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.4	35.6	35.6	20.7	34.9	34.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	11	11	11	35.6	35.6	35.6	27.701	0	60.89	0.00144974500875091	0.00833333333333333	1.17729568481445	7.81103849753399	28.0567245483398	28.2040576934814	28.3854560852051	26.8189716339111	27.0768375396729	27.218542098999	UP	UP	PRKCDBP
2625	+	4.58267392558327	1.17153867085775	Q9NZZ3	Q9NZZ3	Charged multivesicular body protein 5	CHMP5	4217	Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1	12	12	12	1	6	7	6	4	5	6	6	7	6	4	5	6	219	219	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.3	39.3	38.4	16.4	28.3	26.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	12	12	12	44.3	44.3	44.3	24.57	0	228.41	2.61412333840295e-05	0.00176923076923077	1.17153867085775	21.8117726768339	28.5987510681152	28.6997852325439	28.7206134796143	27.4592800140381	27.5780200958252	27.4672336578369	UP	UP	CHMP5
2075	+	1.9243213060301	1.16189702351888	Q8WXH0	Q8WXH0	Nesprin-2	SYNE2	3260	Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3	12	12	11	1	9	8	5	0	3	4	9	7	4	0	2	3	6885	6885	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	1.9	1.4	1	0	0.6	0.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	12	12	11	2.2	2.2	2	796.43	0	23.622	0.0119036101205731	0.0227464968152866	1.16189702351888	4.37690934221007	25.6952724456787	25.9543361663818	25.4744148254395	24.1103630065918	24.8702774047852	24.6576919555664	UP	UP	SYNE2
1848	+	2.72335743086914	1.15487162272135	Q6NZI2	Q6NZI2	Polymerase I and transcript release factor	PTRF	2780	Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1	19	19	19	1	15	16	16	10	11	16	15	16	16	10	11	16	390	390	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.5	32.8	39.2	25.6	28.5	39.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	19	19	19	43.1	43.1	43.1	43.476	0	72.262	0.00189078683219575	0.0107405541561713	1.15487162272135	7.28105322255352	30.7125186920166	31.0292720794678	30.8726902008057	29.9087047576904	29.4698543548584	29.7713069915771	UP	UP	PTRF
197	+	3.59454071784014	1.15090370178223	O60664	O60664	Perilipin-3	PLIN3	427	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	23	23	23	1	18	20	17	15	12	16	18	20	17	15	12	16	434	434	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	56.2	67.1	62	53.9	45.4	59.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	23	23	23	67.5	67.5	67.5	47.074	0	323.31	0.000254366129769907	0.00397575757575758	1.15090370178223	12.2579014019614	30.8223648071289	30.8344707489014	30.8150520324707	29.8117485046387	29.712911605835	29.4945163726807	UP	UP	PLIN3
994	+	1.80161752210119	1.14511362711588	P47224	P47224	Guanine nucleotide exchange factor MSS4	RABIF	1541	Guanine nucleotide exchange factor MSS4 OS=Homo sapiens OX=9606 GN=RABIF PE=1 SV=2	4	4	4	1	3	3	3	0	0	2	3	3	3	0	0	2	123	123	By MS/MS	By MS/MS	By MS/MS			By matching	25.2	41.5	25.2	0	0	25.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	41.5	41.5	41.5	13.839	0	22.374	0.0157900126485452	0.0291421856639248	1.14511362711588	4.02567422740618	25.2137126922607	25.2672443389893	25.258861541748	23.6838397979736	23.9770240783691	24.6436138153076	UP	UP	RABIF
661	+	5.00034709187894	1.14123789469401	P18206	P18206	Vinculin	VCL	1090	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	73	73	73	1	62	64	64	47	43	55	62	64	64	47	43	55	1134	1134	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	58.4	57.3	58.4	52.6	47.2	53.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	73	73	73	65.3	65.3	65.3	123.8	0	323.31	9.99201110695767e-06	0	1.14123789469401	27.7772210145655	32.870304107666	32.9231948852539	32.8654823303223	31.760181427002	31.675350189209	31.7997360229492	UP	UP	VCL
1925	+	1.4689595449592	1.13941319783529	Q86TB9	Q86TB9	Protein PAT1 homolog 1	PATL1	2930	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	6	6	6	1	5	5	4	1	2	4	5	5	4	1	2	4	770	770	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	7.3	7.3	5.2	2.1	5.5	5.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	10.9	10.9	10.9	86.849	0	3.8195	0.0339656910556767	0.0438614232209738	1.13941319783529	3.16668058891552	25.0845222473145	25.5748481750488	25.2893676757813	23.8340129852295	23.8587474822998	24.8377380371094	UP	UP	PATL1
2835	+	1.84737726682695	1.13903109232585	Q9Y3B8	Q9Y3B8	Oligoribonuclease, mitochondrial	REXO2	4529	Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3	10	10	10	1	6	6	5	5	3	7	6	6	5	5	3	7	237	237	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.9	17.3	16.9	17.3	11.4	21.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	24.9	24.9	24.9	26.832	0	17.6	0.0142109376229505	0.0269468599033816	1.13903109232585	4.15427506120546	27.5854892730713	27.4197292327881	27.4536399841309	25.8098773956299	26.5801773071289	26.6517105102539	UP	UP	REXO2
1401	+	3.69853724089833	1.13531303405762	Q03135	Q03135;P56539	Caveolin-1	CAV1	2085	Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1 PE=1 SV=4	6;1	6;1	6;1	2	4	4	4	2	2	4	4	4	4	2	2	4	178	178;151	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27	27	30.9	19.1	19.1	30.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	49.4	49.4	49.4	20.471	0	114.49	0.000200199394257244	0.0047536231884058	1.13531303405762	13.030361667207	29.5325965881348	29.3430786132813	29.2558841705322	28.1985416412354	28.30029296875	28.22678565979	UP	UP	CAV1
759	+	3.40892040756424	1.13313929239909	P26358	P26358	DNA (cytosine-5)-methyltransferase 1	DNMT1	1229	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2	22	22	22	1	22	20	18	9	11	14	22	20	18	9	11	14	1616	1616	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.8	17.1	15.2	6.7	9.8	12.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	18.8	18.8	18.8	183.16	0	48.165	0.000390013457252359	0.00516326530612245	1.13313929239909	10.9866308759139	28.2521896362305	28.4138927459717	28.3637351989746	27.3765830993652	27.192346572876	27.0614700317383	UP	UP	DNMT1
1757	+	2.54535544320192	1.11811765034993	Q29RF7	Q29RF7	Sister chromatid cohesion protein PDS5 homolog A	PDS5A	2591	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1	24	24	23	1	16	17	15	11	11	13	15	16	14	11	11	12	1337	1337	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.4	17.2	15.9	12.2	10.7	15.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	24	24	23	22.7	22.7	21.6	150.83	0	62.947	0.00284868583979732	0.0115421166306695	1.11811765034993	6.52526898611585	28.1034450531006	28.337007522583	28.3810482025146	27.0366382598877	26.9803276062012	27.4501819610596	UP	UP	PDS5A
1663	+	2.14088837100525	1.11583518981934	Q15121	Q15121	Astrocytic phosphoprotein PEA-15	PEA15	2454	Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2	6	6	6	1	5	4	4	3	3	4	5	4	4	3	3	4	130	130	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	44.6	36.9	36.9	35.4	27.7	36.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	50.8	50.8	50.8	15.04	0	21.927	0.00722955604803737	0.0183212121212121	1.11583518981934	5.0503014565393	27.9158725738525	27.8129272460938	27.5754241943359	26.9277305603027	26.2715072631836	26.7574806213379	UP	UP	PEA15
2623	+	1.81787286244388	1.1146723429362	Q9NZT2	Q9NZT2	Opioid growth factor receptor	OGFR	4214	Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3	14	14	14	1	10	11	9	4	5	8	10	11	9	4	5	8	677	677	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.7	27.3	23.6	12.1	16	23.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	35.2	35.2	35.2	73.324	0	34.568	0.0152099272764373	0.0288666666666667	1.1146723429362	4.07104110288527	26.5790271759033	26.5712051391602	27.3138027191162	25.7566680908203	25.4788646697998	25.884485244751	UP	UP	OGFR
30	+	4.57131421626821	1.11005719502767	O00244	O00244	Copper transport protein ATOX1	ATOX1	171	Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	10	10	10	1	8	9	6	6	3	5	8	9	6	6	3	5	68	68	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	82.4	82.4	76.5	58.8	45.6	82.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	94.1	94.1	94.1	7.4016	0	147.21	2.68340227559138e-05	0.0017037037037037	1.11005719502767	21.6686087127522	29.6357669830322	29.7112064361572	29.6451263427734	28.6405830383301	28.5342674255371	28.4870777130127	UP	UP	ATOX1
1566	+	1.95918434511571	1.10529009501139	Q13885	Q13885;Q9BVA1	Tubulin beta-2A chain;Tubulin beta-2B chain	TUBB2A;TUBB2B	2320	Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1;Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1	38;37	7;6	7;6	2	35	38	34	29	33	32	6	7	5	3	3	3	445	445;445	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	66.5	71	71	56.9	66.5	57.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	38	7	7	71	23.6	23.6	49.906	0	108	0.0109853944306994	0.0222349869451697	1.10529009501139	4.48052815656119	26.928747177124	26.8013172149658	26.978910446167	25.6386795043945	26.2711868286133	25.4832382202148	UP	UP	TUBB2A;TUBB2B
691	+	2.9692327767265	1.09141413370768	P20810	P20810	Calpastatin	CAST	1131	Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4	15	15	15	1	14	13	14	10	12	12	14	13	14	10	12	12	708	708	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	38	32.3	37.9	22.9	30.9	30.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	39.7	39.7	39.7	76.572	0	203.74	0.00107341392090945	0.00622222222222222	1.09141413370768	8.45233343816618	29.4518737792969	29.6958599090576	29.3690299987793	28.2789249420166	28.3955841064453	28.5680122375488	UP	UP	CAST
2106	+	1.72045648440782	1.09049352010091	Q92747	Q92747	Actin-related protein 2/3 complex subunit 1A	ARPC1A	3314	Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens OX=9606 GN=ARPC1A PE=2 SV=2	14	12	12	1	10	8	8	6	7	6	8	6	6	4	5	4	370	370	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.2	28.6	27.6	21.9	26.2	23	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	12	12	48.1	40.8	40.8	41.569	0	26.71	0.0190345895147518	0.0323905723905724	1.09049352010091	3.80421153434002	27.5955543518066	27.484468460083	27.9787464141846	26.859582901001	26.1073932647705	26.8203125	UP	UP	ARPC1A
393	+	1.97116059119116	1.09000905354818	P01130	P01130	Low-density lipoprotein receptor	LDLR	715	Low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=LDLR PE=1 SV=1	22	22	22	1	5	4	4	6	2	5	5	4	4	6	2	5	860	860	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	10.2	7.4	7.1	9.5	2.9	8.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	29.1	29.1	29.1	95.375	0	310.01	0.0106865964265874	0.022394701986755	1.09000905354818	4.51653040937519	26.24831199646	25.6935195922852	25.9171600341797	25.0021724700928	24.5065326690674	25.0802593231201	UP	UP	LDLR
124	+	2.65920801671116	1.08456611633301	O15511	O15511	Actin-related protein 2/3 complex subunit 5	ARPC5	321	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3	9	9	8	1	7	6	7	4	4	7	7	6	6	4	3	6	151	151	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	42.4	39.7	46.4	31.8	26.5	46.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	8	57	57	51.7	16.32	0	33.8	0.00219175488551748	0.0110118764845606	1.08456611633301	7.00031949506289	28.5664520263672	28.2104358673096	28.2664680480957	27.1307506561279	27.1804447174072	27.4784622192383	UP	UP	ARPC5
84	+	2.41402273796448	1.08377329508464	O14964	O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	261	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	16	16	16	1	9	9	10	4	4	6	9	9	10	4	4	6	777	777	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.7	12.1	14.4	5	5.4	8.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	21.2	21.2	21.2	86.191	0	78.289	0.00385458176051401	0.0134962406015038	1.08377329508464	6.01183936473386	27.6205177307129	27.73756980896	27.2094612121582	26.5378932952881	26.5040340423584	26.2743015289307	UP	UP	HGS
2849	+	2.98333653913695	1.08267211914063	Q9Y3Z3	Q9Y3Z3	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMHD1	4553	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=2	13	13	13	1	10	8	10	3	5	6	10	8	10	3	5	6	626	626	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.8	14.5	16.5	6.5	8.1	11.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	13	21.1	21.1	21.1	72.2	0	18.721	0.00103911463344127	0.00636789297658863	1.08267211914063	8.52441475420675	26.5946292877197	26.9575939178467	26.9200267791748	25.7802925109863	25.6358318328857	25.8081092834473	UP	UP	SAMHD1
